Epoch,Average Loss,accuracy_score,roc_auc_score,average_precision_score,mean_absolute_percentage_error,f1_score,r2_score,recall_Score,cohen_kappa_score
1,0.7917276293208654,0.6921875002709302,0.6514632810245861,0.7795098759233952,140224.4965110086,0.7339510919356887,-0.7143354388800535,0.810633088377389,0.3305779959667813
2,0.597953079099005,0.7703125002709302,0.7356460124931552,0.8286142064766451,123470.35919744318,0.8263062970204786,-0.18577119437131015,0.8830434734171088,0.4606788083910942
3,0.5033867543732579,0.8164772729982029,0.7774203846400435,0.8580131679773331,102709.84907670454,0.866248675368049,0.04143916476856579,0.9116294417868961,0.5531777854670178
4,0.531369843266227,0.7910511364991014,0.7481618692929094,0.847198486328125,115336.12163529833,0.8460041169415821,-0.07236779616637663,0.89867314086719,0.500771011818539
5,0.511625506407158,0.7980113639072939,0.770122867077589,0.8513454361395403,101010.18026455966,0.845374424349178,-0.1272355318069458,0.885853608223525,0.5261525667526505
6,0.4560799090699716,0.8188920454545454,0.7768095376139338,0.8749660233205016,105016.564453125,0.8696341534907167,0.11243584819815376,0.9193342680280859,0.559590304439718
7,0.4524332352659919,0.8251420455900106,0.7928833920847286,0.8790023042397066,97125.1546164773,0.8743447519161485,0.12746014920147983,0.9152175486087799,0.5770029229196635
8,0.4670326995070685,0.8116477274081924,0.76934925602241,0.8719411119818687,101981.41637961651,0.8636826371604746,0.039641532030972565,0.9048556279052388,0.5366477478634227
9,0.4216332168064334,0.8265625001354651,0.7948834269561551,0.8961606594649228,93604.37238103693,0.8751162012869661,0.12171286954121156,0.9126835296099837,0.5821036879311908
10,0.4424816715446385,0.8294034092263742,0.8021196336908774,0.8949027393351902,91054.83852095174,0.8755720786072991,0.11111223358999599,0.9137524122541602,0.5878157175400041
11,0.46778943491252983,0.8125,0.7853847498243506,0.884196630933068,94697.04230291193,0.8629717982628129,-0.038669679652560844,0.8971764364025809,0.5476161336356943
12,0.5479692731221969,0.7946022728627379,0.7463819770650431,0.8503322418440472,112422.36856356534,0.8505852432413534,-0.06044620004567233,0.8971651155840267,0.4894568689844825
13,0.6097740535200997,0.7697443183172833,0.7214093038981612,0.8252086388793859,124563.01575816762,0.8324934681030837,-0.23074882206591693,0.8859598445282741,0.44308842854066327
14,0.4619808119129051,0.8264204548163847,0.7905310710722749,0.8722590871832587,104045.3075727983,0.873329642821442,0.12340328977866606,0.9290194030512463,0.5770029025998983
15,0.48143768192014913,0.7997159090909091,0.7643506987528368,0.85691448436542,119585.33087713068,0.8553388962014155,-0.02799008380283009,0.9157812202518637,0.5173678608103232
16,0.41957646879282867,0.8309659090909091,0.7989387627352368,0.895245333286849,98946.24209872159,0.8784415423870087,0.14591259373859924,0.9268953928893263,0.5922084918076341
17,0.44702977941117505,0.8130681819536469,0.7885444089770317,0.8842249248515476,91054.85472301139,0.861824282868342,0.030068084597587585,0.8882675722918727,0.5565153888680718
18,0.4576529824936932,0.8235795457254756,0.7999563908035104,0.8820551091974432,84984.53295454552,0.8686062795194712,0.06484158472581343,0.8950697061690417,0.5766134783625603
19,0.4185782613402063,0.834943182089112,0.8112032677639615,0.9030528949065642,84498.89710582387,0.8809463903307915,0.12946817820722406,0.9119538007812067,0.597701607780023
20,0.4143275372176008,0.8312500000677325,0.815790823914788,0.8969396853988821,82677.80730646307,0.8751027109948072,0.12167590788819573,0.9011749029159546,0.6010160419073972
21,0.3737180829048157,0.8501420454545454,0.842219319533218,0.9143776629458774,71629.82199928978,0.8889627632769671,0.16997502811930396,0.912284059280699,0.6530077843503519
22,0.3765918629413301,0.8477272729982029,0.8303034535863183,0.9180377532135356,77942.94779829546,0.8879883695732463,0.21560553258115595,0.9169651385058056,0.6365498074076392
23,0.385406021875414,0.8529829545454546,0.8309494507583705,0.9167442592707548,74664.97447620738,0.8933469510891221,0.2078603126785972,0.9205749461596663,0.6455610570582476
24,0.3627695139836181,0.8498579548163847,0.8377280214970763,0.9190797385844317,73572.32182173296,0.8895621875470335,0.21804797310720792,0.9142727865414186,0.6451120180162516
25,0.34417101232842967,0.8507102274081924,0.8307418105277148,0.926981817592274,75393.41424005682,0.8922879045659845,0.18977921320633453,0.9173548370599747,0.6342174072157253
26,0.3688544216142459,0.8414772728627379,0.8240177001465451,0.9207371148196134,74786.39248934659,0.8829855431209911,0.19767826118252493,0.9015121270309795,0.6209180476990613
27,0.35153286201371386,0.8536931818181818,0.8421763974157247,0.9245029538869858,69808.72509765625,0.8909126926552166,0.20705688202922995,0.9125274047255516,0.6528390774672682
28,0.3876623149791902,0.8555397729982029,0.8341610424897887,0.914893509989435,73572.31591796875,0.8932478773322973,0.2691398141059009,0.9197896840897474,0.6560008160092614
29,0.3460318468172442,0.8551136363636364,0.8392180062153123,0.9281629161401228,72843.87948330966,0.8936716013334014,0.27322638441215863,0.9183981438929384,0.6566860960288481
30,0.33413479434834287,0.8663352274081924,0.8537477810274471,0.9364106939597563,69930.11869673296,0.9016755683855577,0.2753510901873762,0.9321979514577172,0.6812813417478041
31,0.357650944031775,0.8562500002709302,0.8465384068814191,0.9251380075107921,67623.4101118608,0.8921425640583038,0.25267610157077963,0.911723097616976,0.6579999713735147
32,0.33464481376788835,0.8656250001354651,0.8528126532381232,0.9328615387732332,68109.02623401988,0.9008896757255901,0.3195889869874174,0.9257191067392175,0.682187023487958
33,0.31531120045110583,0.8686079545454546,0.8624457987872037,0.9410924796353687,57668.08766867898,0.9018779451196844,0.33252667500214145,0.9124502119692889,0.695234973999587
34,0.31649477703666146,0.8683238639072939,0.8482821634547277,0.9389790506525473,59489.181525213135,0.9033506566827948,0.28024644540114835,0.9189398681575601,0.6824091598391533
35,0.31452882067639043,0.8748579546809196,0.8686790804971348,0.9356892305341634,57789.48757102273,0.9056674709374254,0.3405675014311617,0.9255458421327851,0.70913331549276
36,0.3038706796413118,0.8759943182495508,0.8676427595994689,0.9464618692343886,63252.76637961648,0.9082617116245356,0.3114660477096384,0.9351924610408869,0.7033597258004275
37,0.34033430901102046,0.8704545457254756,0.8587808310985565,0.934936520728198,62767.147017045456,0.9023324833674864,0.32703986831686715,0.9257822700522162,0.6974897106940096
38,0.2816222302446311,0.8946022729982029,0.8871950337832625,0.9552914926951582,46862.907759232956,0.9221278259699995,0.42477408254688437,0.9306355599652637,0.7443743646144867
39,0.26171701812100684,0.8870738636363636,0.8866537348790602,0.956064061685042,52204.789373224434,0.9143796766346152,0.38241259211843665,0.9296747154810212,0.7376251674511216
40,0.22251205334693872,0.9053977274081924,0.8907976793971929,0.9695198271762241,43827.74134410511,0.9302272329276259,0.5237623432820494,0.9416828460314057,0.7701368738304485
41,0.25207850485193456,0.8961647728627379,0.8910460749810393,0.9597167311744257,41278.2199573864,0.921013584191149,0.44687458127737045,0.9258105863224376,0.7550977834246375
42,0.24392682578499345,0.9066761366345666,0.9000733467665586,0.9613366682421077,40064.147345525635,0.9300241219726476,0.45096329328688706,0.9403162503784354,0.7732055546207861
43,0.29207823264666577,0.9032670455900106,0.8974819325587966,0.95361289517446,46255.86794211648,0.9272645542567427,0.46815999123183166,0.9413985975764014,0.7665672424164686
44,0.218121319077909,0.9095170457254756,0.8834298794919794,0.9687275879762389,35814.92646484382,0.9339904703877189,0.5720031850717284,0.9394810572266579,0.782059448686513
45,0.19658732401545753,0.9181818183172833,0.9079602096568454,0.9754912826147947,35814.917977627876,0.9390800168568437,0.5642160224643621,0.9465436122634194,0.7988045960664749
46,0.222072901786305,0.9160511364991014,0.8996317765929482,0.9708071134307168,34600.85778586651,0.9376231960274957,0.5520353303714232,0.9442288313399662,0.7919636985117738
47,0.19029612111097033,0.9238636364991014,0.9120598029006611,0.9761890836737372,36543.34938742898,0.9431450292468071,0.6334337984973734,0.9556040892546828,0.8189531855962493
48,0.16987792374989527,0.9353693181818182,0.9369450949809768,0.9803035266020081,27316.464976917614,0.9519594826481559,0.6313122402537953,0.9577826871113344,0.8447239514101635
49,0.18033910263329744,0.9323863637718287,0.9138980054042556,0.9776234850287437,30958.654660866512,0.9501339400356467,0.6687510067766363,0.9595194933089343,0.8342637094584379
50,0.16763684545664795,0.9367897727272727,0.9312153614380143,0.9806504147973928,32172.712668678978,0.9542309567332268,0.6693024730140512,0.966241146353158,0.8490240770307454
51,0.15027534591288053,0.9387784092263742,0.9423042075200514,0.9824972714890133,25009.743119673294,0.9539281448180025,0.6234149004925381,0.9587877108292147,0.8539373502135277
52,0.12167359856274826,0.9572443183172833,0.9494312364946712,0.9893884875557639,15782.851793323898,0.9682736579667438,0.7540713690898635,0.9683249518275261,0.8887228193608198
53,0.13388386900557883,0.9488636363636364,0.9504231749610468,0.9880792227658358,22460.202503551136,0.9616306458007206,0.7174535651098598,0.9675806550817057,0.8754388283599507
54,0.1651338299006139,0.9288352274081924,0.9348406012762677,0.9804405068809335,27316.471555397762,0.9471098401329734,0.5478776822035963,0.9498579718849876,0.8255692666227167
55,0.1010947413477962,0.9630681818181818,0.9659788154742934,0.991442201489752,16389.877041903408,0.9709964143958959,0.7499138455499302,0.9774232418699698,0.9113221236250617
56,0.13719356311643918,0.9474431818181818,0.9508794309063391,0.9847052659500729,24888.32843572443,0.9604498879476027,0.6929401362484152,0.9706551974469965,0.8690329255028204
57,0.06848937479398129,0.9744318181818182,0.9752961390397765,0.9950937100432136,11533.61678799716,0.9800066555088217,0.8637373982505365,0.9839797209609639,0.9384936588731679
58,0.1586314261393537,0.940909091044556,0.9339312850074335,0.9814003455367956,24888.335058593784,0.9551082971421155,0.6669522361321882,0.9619282253763892,0.8500963991338556
59,0.09020735484558497,0.9666193181818182,0.9671867781064727,0.9919861500913446,14568.78018465909,0.976337537846782,0.787144354798577,0.9803647114471956,0.9131459878249601
60,0.07228035137814004,0.9806818183172833,0.9813646118749272,0.9947277050126683,8012.829989346591,0.9853618009523912,0.9018103744495999,0.9869040061127056,0.9545998844233426
61,0.1345756278923628,0.9576704546131871,0.959129872308536,0.9865615063092925,19060.819469105114,0.9686801081353967,0.7382004911249335,0.9745052301070907,0.8897892338308421
62,0.23224234563002194,0.9136363637040962,0.9014256935228001,0.9628559310327877,47712.732421875,0.9283192604780197,0.592833046886054,0.9465923614122651,0.7991387857632204
63,0.15794724235522814,0.9396306818181818,0.9302264194596898,0.9807553460652177,24888.336292613636,0.9544656628912146,0.6230956492098895,0.9597786858000539,0.8515810831026598
64,0.06298890683418987,0.9815340909090909,0.9743901626630262,0.9958380420099605,7284.391867897727,0.9866176884282719,0.8962903266603296,0.9886454933068969,0.9482050030068918
65,0.04715471925870092,0.9829545454545454,0.9866210980848833,0.9968882060863755,5463.297141335227,0.9872852137142961,0.8658242618495767,0.9868920872157271,0.9559588303620165
66,0.02767983605107557,0.9900568181818182,0.9800352108749476,0.9984294961799275,3642.1966441761365,0.9930083724585447,0.9200853448022496,0.9933225864713843,
67,0.07842105936321207,0.9734375002709302,0.9478835429657589,0.991253214803609,12383.461203835228,0.9787601022557779,0.8648946393619884,0.9869219322096218,0.9228691133585843
68,0.08163569290164477,0.9714488637718287,0.975719961930405,0.9931548806754026,10440.963689630682,0.9784874997355721,0.8151933903043921,0.9794792343269695,0.9246810268272053
69,0.09687258741310374,0.9659090909090909,0.9675985493443229,0.9918650937351313,15175.812056107954,0.9750048714605245,0.7649175904013894,0.9799887612462044,0.9095489579168233
70,0.04301280797252813,0.9822443181818182,0.9829134399240668,0.9982340315526183,7891.422318892045,0.9866830191828988,0.9019777591932904,0.9889735254374418,0.9551612199707464
71,0.0199087847458114,0.9936079545454546,0.9954455291683023,0.9993296407840468,1821.0997425426137,0.9951275952837684,0.9520202001387422,0.9949134195392783,0.9799968695098703
72,0.051624578013285245,0.9822443181818182,0.9855631908232515,0.9967188428748738,7284.391202059659,0.9860969951206987,0.8903859379616651,0.988627282733267,0.9554356011477384
73,0.06663605961842801,0.9735795455900106,0.9734959202733907,0.9949073087085377,14083.148304332386,0.9796661856499586,0.8605273494666273,0.986971993337978,0.9376455504785884
74,0.05059420003090054,0.9813920455900106,0.9759436452930624,0.9955982958728616,6191.735928622159,0.9851778657598929,0.8379397730935704,0.9867515543645079,0.9450404379855503
75,0.05035027302768536,0.984375,0.9763850745829669,0.9964885339140892,5463.295720880682,0.9889214601029049,0.8878621350635182,0.9893637617880647,0.9509534144943411
76,0.026131634919279764,0.9921875,0.9932112727652896,0.998689470643347,3035.163396661932,0.9937962598421357,0.9428520981561054,0.9946296127005056,0.9781531332568689
77,0.03088151759439742,0.9893465909090909,0.9920848269354213,0.9983050382950089,4249.228471235795,0.9911417866295035,0.9412178072062406,0.9929133369164034,0.9737751924178817
78,0.05056761042884649,0.9808238636363636,0.9803800372914835,0.9957927539944649,9105.486017400568,0.9856014339761301,0.8600106957283887,0.9890248646790331,0.956353372470899
79,0.045799358440655684,0.9822443181818182,0.9839771037751978,0.9975439581004056,7284.391157670455,0.9866589680314064,0.8991582915186882,0.9883816939863291,0.9559845578941432
80,0.009741993463731806,0.9964488636363636,0.9964760623194955,0.9997911094264551,1821.0969016335227,0.9972670315341516,0.9832299026575956,0.9980928166346117,0.9918665364384651
81,0.042108745545667924,0.9865056818181818,0.9894601628184319,0.997573200951923,5463.293545809659,0.9895366057753563,0.8895263820886612,0.9917449978264895,0.9607986828142946
82,0.06672774606472971,0.9757102274081924,0.969498292288997,0.9937749193473295,9226.897194602272,0.9820188283920288,0.8739758323539387,0.9838175570422952,0.9367660873315551
83,0.09729080464802048,0.9664772728627379,0.9563223739916628,0.991876745088534,10926.59371448867,0.9736958803101019,0.7924910926006057,0.9719262746247378,0.9054970863190565
84,0.09148145291097039,0.9724431818520481,0.969931807030331,0.9898576269095595,15054.39901455966,0.9782102043655786,0.8381721790541302,0.9888647815043276,0.9389271275563673
85,0.1547258441939696,0.9535511366345666,0.9510875980962407,0.9785386202010241,19060.823375355114,0.9617879153652624,0.7527142675085501,0.9716543257236481,0.8914061073552478
86,0.08241206915144259,0.9737215909090909,0.9715072499080137,0.9930734167044813,10926.586381392046,0.9801477654413744,0.8546082709323276,0.9816238060593605,0.9319007389924743
87,0.031723589957685115,0.9886363636363636,0.9801044138995084,0.9970840473066677,4856.260342684659,0.9915442927317186,0.943826942958615,0.9935556866905906,0.9674394530328837
88,0.017978166817432462,0.9950284090909091,0.9945488545027646,0.9993069903417067,3035.160555752841,0.996050275862217,0.9750554995103315,0.9982517483559522,0.9881356473673474
89,0.04995729805655587,0.9818181818859144,0.9824005859819326,0.9948292923244563,6191.735573508523,0.9865853454579007,0.8821352219039743,0.9866716611114416,0.9529618072238836
90,0.086422804897831,0.9659090909090909,0.9657676477323879,0.9931792068210515,15782.843128551136,0.9746861992911859,0.8203063979744911,0.9793888262727044,0.917144660922614
91,0.04406263841519831,0.9836647727272727,0.9833050634373318,0.9980786043134603,8498.451970880682,0.9877869764512236,0.8980457051233812,0.9925616044889797,0.9559376707131212
92,0.026730208294710876,0.9934659092263742,0.9959689629348841,0.9986858367919922,607.0376509233294,0.9955680776726116,0.9353903010487556,0.9932005493478342,0.9762776494026184
93,0.043988796695802274,0.9886363636363636,0.9904257201335647,0.9975018914450299,5463.291459517045,0.9910719787532632,0.9353653294118968,0.9940684315833178,0.9714830246838656
94,0.020695170150826347,0.9970170455900106,0.988257576118816,0.9980832223187793,0.002982954579320821,0.9983455240726471,0.976515150882981,0.9969696971503171,0.9845041321082548
95,0.03326949122922749,0.9876420457254756,0.9886048002676531,0.9973245804960077,8134.229181463068,0.988454242321578,0.9170453270727937,0.9965909096327695,0.9683137393810533
96,0.04300664830159142,0.9849431819536469,0.9862121018496427,0.997056586498564,4856.263991477306,0.9877863837914034,0.9234304834495891,0.9866061976010149,0.9648875221610069
97,0.023091132870273545,0.9893465909090909,0.9909373785961758,0.9983121867884289,6070.32177734375,0.9907429055734114,0.9470664425329729,0.9954004328359257,0.9765677282756026
98,0.012441370740982,0.9957386363636364,0.9968737865036185,0.9992239874872294,1821.0976118607955,0.995909833772616,0.9764991951259699,0.9973776225339283,0.9896341487765312
99,0.01574400805115643,0.9957386363636364,0.9970982149243355,0.9989545067602937,1214.066495028409,0.99670917337591,0.9681547609242526,0.9967532469467684,0.9880223612893712
100,0.025749708815696562,0.9934659092263742,0.9847402599724856,0.998090735213323,3035.1621182528747,0.9943354996767911,0.960137084803798,0.9969696971503171,0.9767574295401573
